id_area_x_municipio;id_tipo_incidente;historico
15707;52673;
15780;53131;
15780;53132;
15780;53133;
15780;53134;
15780;53135;
15780;53136;
15780;53137;
15780;53138;
15780;53139;
15781;53140;
15781;53141;
15781;53142;
15781;53143;
15781;53144;
15782;53145;
15782;53146;
15782;53147;
15782;53148;
15782;53149;
15782;53150;
15782;53151;
15782;53152;
15782;53153;
15783;53154;
15783;53155;
15783;53156;
15784;53157;
15784;53158;
15784;53159;
15784;53160;
15784;53161;
15784;53162;
15784;53163;
15784;53164;
15784;53165;
15785;53166;
15785;53167;
15785;53168;
15785;53169;
15785;53170;
15785;53171;
15785;53172;
15785;53173;
15786;53174;
15786;53175;
15786;53176;
15786;53177;
15786;53178;
15786;53179;
15809;53514;
15809;53515;
15809;53516;
15809;53517;
15809;53518;
15810;53519;
15810;53520;
15810;53521;
15810;53522;
15810;53523;
15822;53581;
15822;53582;
15871;53872;
15871;53873;
